Analyte Name,Sample ID,Sample Type,Control Level,Patient ID,Expected Value,Result,Unit,Run Date,Instrument,Operator,Batch ID,QC Flag
HDL Cholesterol,C011,CONTROL,L1,,66.0,65.3,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-C02,TRUE
HDL Cholesterol,C012,CONTROL,L2,,132.0,133.6,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-C03,TRUE
HDL Cholesterol,C013,CONTROL,L1,,66.0,65.1,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-C01,TRUE
HDL Cholesterol,C014,CONTROL,L2,,132.0,131.0,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-C02,TRUE
HDL Cholesterol,C015,CONTROL,L1,,66.0,66.4,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-C03,TRUE
HDL Cholesterol,C016,CONTROL,L2,,132.0,132.1,mg/dL,2026-08-10,COBAS-702,R. Patel,LP-2026-08-C01,TRUE
HDL Cholesterol,CAL001,CALIBRATION,L1,,55.0,54.5,mg/dL,2026-08-10,COBAS-501,R. Patel,LP-2026-08-K01,TRUE
HDL Cholesterol,CAL002,CALIBRATION,L2,,110.0,109.8,mg/dL,2026-08-11,COBAS-702,A. Deshmukh,LP-2026-08-K02,TRUE
HDL Cholesterol,CAL003,CALIBRATION,L3,,165.0,165.3,mg/dL,2026-08-12,COBAS-501,R. Patel,LP-2026-08-K01,TRUE
HDL Cholesterol,CAL004,CALIBRATION,L1,,55.0,55.5,mg/dL,2026-08-13,COBAS-702,A. Deshmukh,LP-2026-08-K02,TRUE
HDL Cholesterol,CAL005,CALIBRATION,L2,,110.0,110.2,mg/dL,2026-08-10,COBAS-501,R. Patel,LP-2026-08-K01,TRUE
HDL Cholesterol,CAL006,CALIBRATION,L3,,165.0,164.8,mg/dL,2026-08-11,COBAS-702,A. Deshmukh,LP-2026-08-K02,TRUE
HDL Cholesterol,CAL007,CALIBRATION,L1,,55.0,55.4,mg/dL,2026-08-12,COBAS-501,R. Patel,LP-2026-08-K01,TRUE
HDL Cholesterol,CAL008,CALIBRATION,L2,,110.0,109.4,mg/dL,2026-08-13,COBAS-702,A. Deshmukh,LP-2026-08-K02,TRUE
HDL Cholesterol,CAL009,CALIBRATION,L3,,165.0,166.8,mg/dL,2026-08-10,COBAS-501,R. Patel,LP-2026-08-K01,TRUE
HDL Cholesterol,P0001,PATIENT,,PAT0001,,119,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,FALSE
HDL Cholesterol,P0002,PATIENT,,PAT0002,,63,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0003,PATIENT,,PAT0003,,112,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0004,PATIENT,,PAT0004,,146,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0005,PATIENT,,PAT0005,,164,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0006,PATIENT,,PAT0006,,108,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0007,PATIENT,,PAT0007,,80,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0008,PATIENT,,PAT0008,,118,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0009,PATIENT,,PAT0009,,99,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0010,PATIENT,,PAT0010,,100,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0011,PATIENT,,PAT0011,,102,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0012,PATIENT,,PAT0012,,91,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0013,PATIENT,,PAT0013,,107,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0014,PATIENT,,PAT0014,,94,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0015,PATIENT,,PAT0015,,35,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0016,PATIENT,,PAT0016,,110,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0017,PATIENT,,PAT0017,,86,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0018,PATIENT,,PAT0018,,104,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0019,PATIENT,,PAT0019,,100,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0020,PATIENT,,PAT0020,,98,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0021,PATIENT,,PAT0021,,76,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0022,PATIENT,,PAT0022,,111,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0023,PATIENT,,PAT0023,,99,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0024,PATIENT,,PAT0024,,136,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0025,PATIENT,,PAT0025,,100,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0026,PATIENT,,PAT0026,,136,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0027,PATIENT,,PAT0027,,102,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0028,PATIENT,,PAT0028,,95,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0029,PATIENT,,PAT0029,,219,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0030,PATIENT,,PAT0030,,120,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0031,PATIENT,,PAT0031,,75,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0032,PATIENT,,PAT0032,,93,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0033,PATIENT,,PAT0033,,107,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0034,PATIENT,,PAT0034,,44,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0035,PATIENT,,PAT0035,,96,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0036,PATIENT,,PAT0036,,87,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0037,PATIENT,,PAT0037,,82,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0038,PATIENT,,PAT0038,,67,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0039,PATIENT,,PAT0039,,128,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0040,PATIENT,,PAT0040,,94,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0041,PATIENT,,PAT0041,,109,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0042,PATIENT,,PAT0042,,114,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0043,PATIENT,,PAT0043,,112,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0044,PATIENT,,PAT0044,,133,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0045,PATIENT,,PAT0045,,119,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0046,PATIENT,,PAT0046,,102,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0047,PATIENT,,PAT0047,,106,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0048,PATIENT,,PAT0048,,94,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0049,PATIENT,,PAT0049,,103,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0050,PATIENT,,PAT0050,,85,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0051,PATIENT,,PAT0051,,97,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0052,PATIENT,,PAT0052,,75,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0053,PATIENT,,PAT0053,,75,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0054,PATIENT,,PAT0054,,123,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0055,PATIENT,,PAT0055,,105,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0056,PATIENT,,PAT0056,,87,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0057,PATIENT,,PAT0057,,88,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0058,PATIENT,,PAT0058,,134,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0059,PATIENT,,PAT0059,,88,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0060,PATIENT,,PAT0060,,68,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0061,PATIENT,,PAT0061,,99,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0062,PATIENT,,PAT0062,,127,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0063,PATIENT,,PAT0063,,115,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0064,PATIENT,,PAT0064,,89,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0065,PATIENT,,PAT0065,,118,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0066,PATIENT,,PAT0066,,112,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0067,PATIENT,,PAT0067,,98,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0068,PATIENT,,PAT0068,,123,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0069,PATIENT,,PAT0069,,112,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0070,PATIENT,,PAT0070,,75,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0071,PATIENT,,PAT0071,,109,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0072,PATIENT,,PAT0072,,212,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0073,PATIENT,,PAT0073,,87,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0074,PATIENT,,PAT0074,,87,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0075,PATIENT,,PAT0075,,93,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0076,PATIENT,,PAT0076,,122,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0077,PATIENT,,PAT0077,,79,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0078,PATIENT,,PAT0078,,98,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0079,PATIENT,,PAT0079,,81,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0080,PATIENT,,PAT0080,,120,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0081,PATIENT,,PAT0081,,76,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0082,PATIENT,,PAT0082,,57,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0083,PATIENT,,PAT0083,,89,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0084,PATIENT,,PAT0084,,120,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0085,PATIENT,,PAT0085,,98,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0086,PATIENT,,PAT0086,,86,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0087,PATIENT,,PAT0087,,114,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0088,PATIENT,,PAT0088,,111,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0089,PATIENT,,PAT0089,,107,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0090,PATIENT,,PAT0090,,92,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0091,PATIENT,,PAT0091,,93,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0092,PATIENT,,PAT0092,,78,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0093,PATIENT,,PAT0093,,98,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0094,PATIENT,,PAT0094,,97,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0095,PATIENT,,PAT0095,,100,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0096,PATIENT,,PAT0096,,109,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0097,PATIENT,,PAT0097,,100,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0098,PATIENT,,PAT0098,,79,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,FALSE
HDL Cholesterol,P0099,PATIENT,,PAT0099,,66,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0100,PATIENT,,PAT0100,,89,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0101,PATIENT,,PAT0101,,79,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0102,PATIENT,,PAT0102,,102,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0103,PATIENT,,PAT0103,,82,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0104,PATIENT,,PAT0104,,91,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0105,PATIENT,,PAT0105,,112,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0106,PATIENT,,PAT0106,,111,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0107,PATIENT,,PAT0107,,95,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0108,PATIENT,,PAT0108,,86,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0109,PATIENT,,PAT0109,,88,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0110,PATIENT,,PAT0110,,76,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0111,PATIENT,,PAT0111,,191,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0112,PATIENT,,PAT0112,,189,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0113,PATIENT,,PAT0113,,99,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0114,PATIENT,,PAT0114,,126,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0115,PATIENT,,PAT0115,,97,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0116,PATIENT,,PAT0116,,121,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0117,PATIENT,,PAT0117,,92,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0118,PATIENT,,PAT0118,,132,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0119,PATIENT,,PAT0119,,64,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0120,PATIENT,,PAT0120,,121,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0121,PATIENT,,PAT0121,,124,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0122,PATIENT,,PAT0122,,108,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0123,PATIENT,,PAT0123,,87,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0124,PATIENT,,PAT0124,,118,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0125,PATIENT,,PAT0125,,100,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0126,PATIENT,,PAT0126,,79,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0127,PATIENT,,PAT0127,,45,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0128,PATIENT,,PAT0128,,121,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0129,PATIENT,,PAT0129,,79,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0130,PATIENT,,PAT0130,,115,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0131,PATIENT,,PAT0131,,125,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0132,PATIENT,,PAT0132,,40,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0133,PATIENT,,PAT0133,,98,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0134,PATIENT,,PAT0134,,100,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0135,PATIENT,,PAT0135,,108,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0136,PATIENT,,PAT0136,,95,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0137,PATIENT,,PAT0137,,131,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0138,PATIENT,,PAT0138,,104,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0139,PATIENT,,PAT0139,,159,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0140,PATIENT,,PAT0140,,105,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0141,PATIENT,,PAT0141,,119,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0142,PATIENT,,PAT0142,,57,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0143,PATIENT,,PAT0143,,137,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0144,PATIENT,,PAT0144,,104,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0145,PATIENT,,PAT0145,,139,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0146,PATIENT,,PAT0146,,96,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0147,PATIENT,,PAT0147,,96,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0148,PATIENT,,PAT0148,,99,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0149,PATIENT,,PAT0149,,105,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0150,PATIENT,,PAT0150,,79,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0151,PATIENT,,PAT0151,,106,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0152,PATIENT,,PAT0152,,112,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0153,PATIENT,,PAT0153,,211,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0154,PATIENT,,PAT0154,,95,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0155,PATIENT,,PAT0155,,100,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0156,PATIENT,,PAT0156,,112,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0157,PATIENT,,PAT0157,,63,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0158,PATIENT,,PAT0158,,97,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0159,PATIENT,,PAT0159,,115,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0160,PATIENT,,PAT0160,,85,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0161,PATIENT,,PAT0161,,85,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
HDL Cholesterol,P0162,PATIENT,,PAT0162,,107,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
HDL Cholesterol,P0163,PATIENT,,PAT0163,,82,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
HDL Cholesterol,P0164,PATIENT,,PAT0164,,38,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
HDL Cholesterol,P0165,PATIENT,,PAT0165,,97,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
HDL Cholesterol,P0166,PATIENT,,PAT0166,,116,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
HDL Cholesterol,P0167,PATIENT,,PAT0167,,124,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
HDL Cholesterol,P0168,PATIENT,,PAT0168,,89,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
HDL Cholesterol,P0169,PATIENT,,PAT0169,,204,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
HDL Cholesterol,P0170,PATIENT,,PAT0170,,105,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
HDL Cholesterol,P0171,PATIENT,,PAT0171,,114,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
HDL Cholesterol,P0172,PATIENT,,PAT0172,,133,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
HDL Cholesterol,P0173,PATIENT,,PAT0173,,185,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
